Dataset,SeriesLength,LengthBin,Estimator,Stage,MeanTime,PctOfTotal
CricketX,300,Medium-short,moment_quant_exact,Classification (training),1.65436168053299,92.46314283178606
CricketX,300,Medium-short,moment_quant_exact,Transformation (inference),0.0583402611332227,3.2606678222061847
CricketX,300,Medium-short,moment_quant_exact,Transformation (training),0.06465517916658423,3.6136119062964376
CricketX,300,Medium-short,quant,Classification (inference),0.01220046809976333,0.6491095807704231
CricketX,300,Medium-short,quant,Classification (training),1.653379566566582,87.9658475832773
CricketX,300,Medium-short,quant,Transformation (inference),0.10644114446816573,5.663058670986187
CricketX,300,Medium-short,quant,Transformation (training),0.10754869029842663,5.721984164966097
CricketY,300,Medium-short,moment_quant_approx,Classification (inference),0.012004001366585674,0.6736756906250478
CricketY,300,Medium-short,moment_quant_approx,Classification (training),1.6554973193997284,92.90804506895402
CricketY,300,Medium-short,moment_quant_approx,Transformation (inference),0.0562178000339675,3.154995080950751
CricketY,300,Medium-short,moment_quant_approx,Transformation (training),0.058147366833873046,3.2632841594701807
CricketY,300,Medium-short,moment_quant_exact,Classification (inference),0.011957397267542497,0.6655830964864146
CricketY,300,Medium-short,moment_quant_exact,Classification (training),1.6635761194328855,92.59942778839836
CricketY,300,Medium-short,moment_quant_exact,Transformation (inference),0.057766027866455225,3.2154231258536825
CricketY,300,Medium-short,moment_quant_exact,Transformation (training),0.06323004440030972,3.5195659892615545
CricketY,300,Medium-short,quant,Classification (inference),0.01201660973286678,0.6365136790879633
CricketY,300,Medium-short,quant,Classification (training),1.66407141536644,88.14501281197177
CricketY,300,Medium-short,quant,Transformation (inference),0.10558154996736749,5.592600767396808
CricketY,300,Medium-short,quant,Transformation (training),0.10620968466658567,5.625872741543446
CricketZ,300,Medium-short,moment_quant_approx,Classification (inference),0.011950284632621284,0.6751129107668371
CricketZ,300,Medium-short,moment_quant_approx,Classification (training),1.6426443584665928,92.79866114417844
CricketZ,300,Medium-short,moment_quant_approx,Transformation (inference),0.056950652732969745,3.217339345346871
CricketZ,300,Medium-short,moment_quant_approx,Transformation (training),0.05857114573421611,3.3088865997078534
CricketZ,300,Medium-short,moment_quant_exact,Classification (inference),0.011961222266351431,0.6637787235859999
CricketZ,300,Medium-short,moment_quant_exact,Classification (training),1.668554226433965,92.59511862529769
CricketZ,300,Medium-short,moment_quant_exact,Transformation (inference),0.058081545834284015,3.223190197396342
CricketZ,300,Medium-short,moment_quant_exact,Transformation (training),0.06339240966505405,3.517912453719976
CricketZ,300,Medium-short,quant,Classification (inference),0.012119088766970237,0.6394834481808523
CricketZ,300,Medium-short,quant,Classification (training),1.669735205600106,88.10629638560371
CricketZ,300,Medium-short,quant,Transformation (inference),0.10618018063299432,5.602770088186097
CricketZ,300,Medium-short,quant,Transformation (training),0.10710273323347788,5.651450078029337
Crop,46,Short,moment_quant_approx,Classification (inference),0.31565975963312665,3.9669014125092765
Crop,46,Short,moment_quant_approx,Classification (training),6.648176105666547,83.54773891620043
Crop,46,Short,moment_quant_approx,Transformation (inference),0.8375370055667494,10.525341381090183
Crop,46,Short,moment_quant_approx,Transformation (training),0.1559652832334298,1.9600182902001213
Crop,46,Short,moment_quant_exact,Classification (inference),0.3098931652328853,4.249217527992208
Crop,46,Short,moment_quant_exact,Classification (training),6.657480258232681,91.2865625296547
Crop,46,Short,moment_quant_exact,Transformation (inference),0.23502834870062841,3.222680236020243
Crop,46,Short,moment_quant_exact,Transformation (training),0.09054482780023435,1.2415397063328442
Crop,46,Short,quant,Classification (inference),0.3098709180005244,4.221685889393116
Crop,46,Short,quant,Classification (training),6.532166158332742,88.99432665623016
Crop,46,Short,quant,Transformation (inference),0.3462217917001302,4.716930720869936
Crop,46,Short,quant,Transformation (training),0.1517215596689008,2.06705673350679
DiatomSizeReduction,345,Medium-long,moment_quant_approx,Classification (inference),0.006640372334125717,3.7388126319282557
DiatomSizeReduction,345,Medium-long,moment_quant_approx,Classification (training),0.09225869309933231,51.94557621299273
DiatomSizeReduction,345,Medium-long,moment_quant_approx,Transformation (inference),0.05282733053269714,29.744038552124657
DiatomSizeReduction,345,Medium-long,moment_quant_approx,Transformation (training),0.025880052600405132,14.571572602954364
DiatomSizeReduction,345,Medium-long,moment_quant_exact,Classification (inference),0.007178952765631593,4.362424364247184
DiatomSizeReduction,345,Medium-long,moment_quant_exact,Classification (training),0.09402677370041294,57.137120395324175
DiatomSizeReduction,345,Medium-long,moment_quant_exact,Transformation (inference),0.05372100693445338,32.644570478955266
DiatomSizeReduction,345,Medium-long,moment_quant_exact,Transformation (training),0.009636641599596823,5.855884761473369
DiatomSizeReduction,345,Medium-long,quant,Classification (inference),0.006838527867027207,3.200849185906777
DiatomSizeReduction,345,Medium-long,quant,Classification (training),0.09238818059990682,43.24331762782937
DiatomSizeReduction,345,Medium-long,quant,Transformation (inference),0.0864926374997594,40.48384297195018
DiatomSizeReduction,345,Medium-long,quant,Transformation (training),0.027927954166564888,13.071990214313672
DistalPhalanxOutlineAgeGroup,80,Short,moment_quant_approx,Classification (inference),0.00644582226692965,1.607212681419185
DistalPhalanxOutlineAgeGroup,80,Short,moment_quant_approx,Classification (training),0.3433048456667166,85.60023511337457
DistalPhalanxOutlineAgeGroup,80,Short,moment_quant_approx,Transformation (inference),0.020915859833136544,5.215197344033455
DistalPhalanxOutlineAgeGroup,80,Short,moment_quant_approx,Transformation (training),0.030389433366993467,7.577354861172795
DistalPhalanxOutlineAgeGroup,80,Short,moment_quant_exact,Classification (inference),0.00634246956663745,1.435889996931895
DistalPhalanxOutlineAgeGroup,80,Short,moment_quant_exact,Classification (training),0.342154072199628,77.46124825971005
DistalPhalanxOutlineAgeGroup,80,Short,moment_quant_exact,Transformation (inference),0.024332488833654933,5.5087023989025505
DistalPhalanxOutlineAgeGroup,80,Short,moment_quant_exact,Transformation (training),0.0688809597328751,15.594159344455496
DistalPhalanxOutlineAgeGroup,80,Short,quant,Classification (inference),0.006365169466395507,1.575839704390593
DistalPhalanxOutlineAgeGroup,80,Short,quant,Classification (training),0.34185139713348084,84.63293985311509
DistalPhalanxOutlineAgeGroup,80,Short,quant,Transformation (inference),0.02324245003304285,5.754187030329658
DistalPhalanxOutlineAgeGroup,80,Short,quant,Transformation (training),0.032463377799770834,8.037033412164662
DistalPhalanxOutlineCorrect,80,Short,moment_quant_approx,Classification (inference),0.009005918133576965,1.3779601293385615
DistalPhalanxOutlineCorrect,80,Short,moment_quant_approx,Classification (training),0.5825481916991218,89.1334086845446
DistalPhalanxOutlineCorrect,80,Short,moment_quant_approx,Transformation (inference),0.02499433333359769,3.8242846850547663
DistalPhalanxOutlineCorrect,80,Short,moment_quant_approx,Transformation (training),0.037020404134091175,5.664346501062065
DistalPhalanxOutlineCorrect,80,Short,moment_quant_exact,Classification (inference),0.00843315010085155,1.1440301026130582
DistalPhalanxOutlineCorrect,80,Short,moment_quant_exact,Classification (training),0.5798748056661377,78.66505700663048
DistalPhalanxOutlineCorrect,80,Short,moment_quant_exact,Transformation (inference),0.046343448532813095,6.286891558479855
DistalPhalanxOutlineCorrect,80,Short,moment_quant_exact,Transformation (training),0.10249266923371271,13.90402133227661
DistalPhalanxOutlineCorrect,80,Short,quant,Classification (inference),0.00846904870025655,1.2920000308260018
DistalPhalanxOutlineCorrect,80,Short,quant,Classification (training),0.5799298555670248,88.47149399988895
DistalPhalanxOutlineCorrect,80,Short,quant,Transformation (inference),0.02766549163328208,4.22052314351837
DistalPhalanxOutlineCorrect,80,Short,quant,Transformation (training),0.03943471386664891,6.01598282576667
DistalPhalanxTW,80,Short,moment_quant_approx,Classification (inference),0.006670002699926603,1.5625602618258307
DistalPhalanxTW,80,Short,moment_quant_approx,Classification (training),0.36884795420022176,86.40883397174079
DistalPhalanxTW,80,Short,moment_quant_approx,Transformation (inference),0.02063491393346334,4.834075482305392
DistalPhalanxTW,80,Short,moment_quant_approx,Transformation (training),0.03071083886631333,7.194530284127998
DistalPhalanxTW,80,Short,moment_quant_exact,Classification (inference),0.00671937219910125,1.434654021846105
DistalPhalanxTW,80,Short,moment_quant_exact,Classification (training),0.3693309374662931,78.85589592716437
DistalPhalanxTW,80,Short,moment_quant_exact,Transformation (inference),0.024533322300703677,5.238112797600202
DistalPhalanxTW,80,Short,moment_quant_exact,Transformation (training),0.0677782236996184,14.471337253389335
DistalPhalanxTW,80,Short,quant,Classification (inference),0.00663603203380863,1.5404448113970624
DistalPhalanxTW,80,Short,quant,Classification (training),0.3690496388997416,85.66875483643285
DistalPhalanxTW,80,Short,quant,Transformation (inference),0.023063852733078666,5.353891013860281
DistalPhalanxTW,80,Short,quant,Transformation (training),0.03203721953323107,7.436909338309806
DodgerLoopDay,288,Medium-short,moment_quant_approx,Classification (inference),0.005745651400745014,1.6738929548979933
DodgerLoopDay,288,Medium-short,moment_quant_approx,Classification (training),0.27854322783144503,81.14859642218212
DodgerLoopDay,288,Medium-short,moment_quant_approx,Transformation (inference),0.02902249573380682,8.455185975271155
DodgerLoopDay,288,Medium-short,moment_quant_approx,Transformation (training),0.02993945143437784,8.722324647648731
DodgerLoopDay,288,Medium-short,moment_quant_exact,Classification (inference),0.00562448189981898,1.6504866852788351
DodgerLoopDay,288,Medium-short,moment_quant_exact,Classification (training),0.2792119972994745,81.93389046691115
DodgerLoopDay,288,Medium-short,moment_quant_exact,Transformation (inference),0.02722402636572946,7.988805695643284
DodgerLoopDay,288,Medium-short,moment_quant_exact,Transformation (training),0.028716669433439725,8.426817152166743
DodgerLoopDay,288,Medium-short,quant,Classification (inference),0.00603582643379918,1.6781148504450467
DodgerLoopDay,288,Medium-short,quant,Classification (training),0.2792433444347504,77.63682543285785
DodgerLoopDay,288,Medium-short,quant,Transformation (inference),0.037580801365644775,10.44842848862679
DodgerLoopDay,288,Medium-short,quant,Transformation (training),0.03681901113207758,10.2366312280703
DodgerLoopGame,288,Medium-short,moment_quant_approx,Classification (inference),0.005318587466414654,3.691256917402474
DodgerLoopGame,288,Medium-short,moment_quant_approx,Classification (training),0.07953098740060033,55.19685616606298
DodgerLoopGame,288,Medium-short,moment_quant_approx,Transformation (inference),0.033294098600163066,23.107088591208008
DodgerLoopGame,288,Medium-short,moment_quant_approx,Transformation (training),0.025942408467138446,18.004798325326544
DodgerLoopGame,288,Medium-short,moment_quant_exact,Classification (inference),0.00534879726619687,3.769425659963003
DodgerLoopGame,288,Medium-short,moment_quant_exact,Classification (training),0.08173046943314448,57.59742113037071
DodgerLoopGame,288,Medium-short,moment_quant_exact,Transformation (inference),0.04503400553270083,31.736543297064717
DodgerLoopGame,288,Medium-short,moment_quant_exact,Transformation (training),0.00978625699887434,6.896609912601561
DodgerLoopGame,288,Medium-short,quant,Classification (inference),0.005394685933909637,3.349743878861886
DodgerLoopGame,288,Medium-short,quant,Classification (training),0.08010572926577875,49.740370349111885
DodgerLoopGame,288,Medium-short,quant,Transformation (inference),0.04871840836567567,30.250915847578487
DodgerLoopGame,288,Medium-short,quant,Transformation (training),0.026828890200219228,16.658969924447756
DodgerLoopWeekend,288,Medium-short,moment_quant_approx,Classification (inference),0.00514730679957812,3.881722628830574
DodgerLoopWeekend,288,Medium-short,moment_quant_approx,Classification (training),0.06881652776840681,51.89639620822026
DodgerLoopWeekend,288,Medium-short,moment_quant_approx,Transformation (inference),0.03272879599874911,24.681666158531034
DodgerLoopWeekend,288,Medium-short,moment_quant_approx,Transformation (training),0.02591104289895151,19.54021500441813
DodgerLoopWeekend,288,Medium-short,moment_quant_exact,Classification (inference),0.005032973599251463,3.8871286296684247
DodgerLoopWeekend,288,Medium-short,moment_quant_exact,Classification (training),0.0704114485008176,54.38104371631478
DodgerLoopWeekend,288,Medium-short,moment_quant_exact,Transformation (inference),0.04406640143279215,34.033910021173895
DodgerLoopWeekend,288,Medium-short,moment_quant_exact,Transformation (training),0.00996710423205508,7.697917632842897
DodgerLoopWeekend,288,Medium-short,quant,Classification (inference),0.005172216667657834,3.4601592714627176
